datetime,x_axis,y_axis,to_x_axis,to_y_axis,distance,fee
2023-09-28 00:01:00,127.4399948,36.31564352,127.4618164,36.3277478,2951.7,7080
2023-09-28 00:03:00,127.3434184,36.35866315,127.3961314,36.34310787,6514.4,10440
2023-09-28 00:03:00,127.4323379,36.3318587,127.3928889,36.34528813,5017.47,8880
2023-09-28 00:04:00,127.4376343,36.31178102,127.7680684,36.18327262,44268.12,50120
2023-09-28 00:04:00,127.3937995,36.33782622,127.4149594,36.333482,2607.44,6480
2023-09-28 00:05:00,127.3944384,36.32596304,127.3705066,36.31302623,3767.38,8040
2023-09-28 00:05:00,127.4104395,36.32186951,127.4436771,36.30866714,3556.26,7080
2023-09-28 00:06:00,127.4127256,36.36304674,127.4279116,36.37061197,3200.93,6720
2023-09-28 00:07:00,127.4279009,36.32941359,127.4100768,36.3494112,3602.99,6960
2023-09-28 00:07:00,127.4062563,36.31902077,127.3925003,36.30653756,2149.35,5760
2023-09-28 00:08:00,127.3775166,36.34975316,127.3301638,36.36175774,5834.26,9960
2023-09-28 00:08:00,127.3944268,36.37572272,127.4619409,36.32983188,10523.77,14160
2023-09-28 00:11:00,127.403075,36.3262057,127.4506825,36.3488824,5960.66,10320
2023-09-28 00:11:00,127.3762523,36.34657876,127.3511425,36.30464531,6055.7,10200
2023-09-28 00:12:00,127.3817134,36.2940804,127.3196088,36.29986387,7494.91,11760
2023-09-28 00:12:00,127.4390517,36.36501367,127.4202314,36.31140084,9187.75,13800
2023-09-28 00:12:00,127.4094626,36.32157044,127.3937617,36.32302101,1959.42,5760
2023-09-28 00:13:00,127.3876624,36.30503115,127.3656432,36.30442857,2520.2,6360
2023-09-28 00:13:00,127.3812021,36.43669122,127.3993592,36.42457197,3097.94,6840
2023-09-28 00:13:00,127.426301,36.32426773,127.3828775,36.29523723,6284.92,10200
2023-09-28 00:13:00,127.4246604,36.32561524,127.3645664,36.30733539,5811.65,10200
2023-09-28 00:13:00,127.3365328,36.29491775,127.3546022,36.30148065,2686.9,6240
2023-09-28 00:13:00,127.4233494,36.32774408,127.4568638,36.33749058,4017.49,8160
2023-09-28 00:14:00,127.3940621,36.34668455,127.3736233,36.32025303,6704.05,11520
2023-09-28 00:14:00,127.3395166,36.3722183,127.3962454,36.40008038,8546.37,11880
2023-09-28 00:14:00,127.4365735,36.35224291,127.4512637,36.35784753,2167.98,6120
2023-09-28 00:14:00,127.4031232,36.43538337,127.3846046,36.43983396,2259.69,6120
2023-09-28 00:14:00,127.4329296,36.33190369,127.3879211,36.42911284,14469.93,17040
2023-09-28 00:15:00,127.3770498,36.36116584,127.3918053,36.35612353,1968.57,6240
2023-09-28 00:16:00,127.4323395,36.33185448,127.340169,36.34804222,10488.45,14520
2023-09-28 00:16:00,127.3944217,36.33920519,127.3719853,36.30729234,4673.0,8640
2023-09-28 00:16:00,127.3892282,36.35076096,127.4249946,36.36640306,4602.21,9000
2023-09-28 00:16:00,127.3396284,36.33912962,127.3933703,36.36253023,7396.52,10800
2023-09-28 00:17:00,127.4267578,36.32714469,127.399048,36.3489822,3744.63,7200
2023-09-28 00:17:00,127.424999,36.32666223,127.3997972,36.34848444,4271.47,8040
2023-09-28 00:18:00,127.3994224,36.32701197,127.4083575,36.31284367,2025.51,5880
2023-09-28 00:18:00,127.4189781,36.35086369,127.4368697,36.35281473,3434.38,7080
2023-09-28 00:19:00,127.3749181,36.31926252,127.4294321,36.32471985,5684.1,10080
2023-09-28 00:19:00,127.4316572,36.36111671,127.4662283,36.33063544,5938.48,9240
2023-09-28 00:19:00,127.3145267,36.39205956,127.3093424,36.35819358,4751.2,8760
2023-09-28 00:21:00,127.3491248,36.35855391,127.3564059,36.36426123,1590.44,5760
2023-09-28 00:22:00,127.3506691,36.30579521,127.3697187,36.31818834,3420.5,7320
2023-09-28 00:23:00,127.3829831,36.3584777,127.4632465,36.33043257,10694.47,15240
2023-09-28 00:23:00,127.3983484,36.34898704,127.4068477,36.32909792,3071.23,7080
2023-09-28 00:23:00,127.3926963,36.34616792,127.3471851,36.34206937,5477.49,9360
2023-09-28 00:24:00,127.3922,36.42594272,127.4283795,36.44402555,6038.8,9600
2023-09-28 00:24:00,127.4512512,36.34873327,127.3727041,36.33338681,8356.93,12960
2023-09-28 00:25:00,127.3432257,36.35516024,127.3935964,36.32231095,7744.41,11400
2023-09-28 00:25:00,127.3490344,36.30520979,127.3383372,36.30894795,1818.23,5520
2023-09-28 00:26:00,127.4104993,36.32188652,127.4493981,36.31924124,4154.24,8520
2023-09-28 00:26:00,127.3892359,36.34936168,127.3436696,36.31875569,6943.97,10680
2023-09-28 00:26:00,127.3767483,36.35193146,127.4418012,36.32281869,8274.05,12840
2023-09-28 00:26:00,127.3775277,36.34977303,127.3876815,36.35001511,1336.59,5160
2023-09-28 00:27:00,127.3886649,36.41839862,127.3446747,36.3577392,9875.2,14040
2023-09-28 00:27:00,127.317412,36.49764552,127.3084074,36.49862115,889.41,5160
2023-09-28 00:28:00,127.4598459,36.32965724,127.4474436,36.33639063,2035.68,5880
2023-09-28 00:29:00,127.3683162,36.35174207,127.4400846,36.34905253,8565.2,13320
2023-09-28 00:30:00,127.3787086,36.29803656,127.3686169,36.3120205,2206.32,6120
2023-09-28 00:30:00,127.3702226,36.32261082,127.3750485,36.34977951,3176.62,6960
2023-09-28 00:30:00,127.3199595,36.29986388,127.3380455,36.30008961,1817.41,5400
2023-09-28 00:31:00,127.41189,36.3332155,127.4375045,36.31414358,3879.64,7800
2023-09-28 00:31:00,127.3548959,36.3625937,127.3774911,36.35183271,3837.92,7680
2023-09-28 00:31:00,127.3892489,36.35164888,127.3370467,36.30961236,9189.41,14160
2023-09-28 00:31:00,127.4208805,36.3602589,127.4184609,36.34806023,1993.4,6240
2023-09-28 00:32:00,127.3783259,36.31732526,127.3872442,36.3361136,3826.55,7920
2023-09-28 00:32:00,127.390214,36.35066817,127.4509178,36.34168113,6822.72,12120
2023-09-28 00:32:00,127.3909973,36.34617172,127.4298574,36.32746523,5206.32,8760
2023-09-28 00:34:00,127.3922513,36.42469642,127.4312065,36.36835609,9571.59,12840
2023-09-28 00:35:00,127.3743763,36.32110907,127.4165626,36.33344816,5569.27,9000
2023-09-28 00:35:00,127.4376667,36.35012534,127.3812667,36.33208738,6381.09,10080
2023-09-28 00:35:00,127.3749861,36.34981025,127.3325225,36.3383432,5172.08,8520
2023-09-28 00:36:00,127.424498,36.32555545,127.3770694,36.29864554,6011.66,9720
2023-09-28 00:36:00,127.3366115,36.35509851,127.3494235,36.39051077,5238.33,9120
2023-09-28 00:37:00,127.3370464,36.309621,127.3405769,36.29934313,1432.12,5160
2023-09-28 00:37:00,127.3846616,36.33470965,127.3494009,36.30834554,7025.41,10440
2023-09-28 00:38:00,127.4266338,36.32736606,127.4559818,36.3320406,3394.35,7320
2023-09-28 00:38:00,127.3395873,36.37005974,127.3051478,36.3827203,5360.91,8520
2023-09-28 00:39:00,127.3774791,36.35166699,127.3985984,36.35578354,2685.85,7200
2023-09-28 00:40:00,127.4298943,36.32747839,127.3840124,36.31487519,4440.36,8520
2023-09-28 00:40:00,127.4115747,36.32325198,127.440356,36.32740199,3332.26,7200
2023-09-28 00:40:00,127.4360757,36.31359046,127.4392716,36.36874372,7704.94,12120
2023-09-28 00:41:00,127.4267632,36.32713505,127.3945588,36.41356951,13529.59,16800
2023-09-28 00:41:00,127.3375283,36.34950192,127.375306,36.34964818,4139.55,8160
2023-09-28 00:42:00,127.3929126,36.32075999,127.3732555,36.33309266,2879.25,6840
2023-09-28 00:43:00,127.3789167,36.32505084,127.3316136,36.2989287,6230.57,9960
2023-09-28 00:43:00,127.3778955,36.41578749,127.4223079,36.44140727,8448.21,11880
2023-09-28 00:44:00,127.3453657,36.3234309,127.3391107,36.34583839,4215.2,8520
2023-09-28 00:44:00,127.3535113,36.35231892,127.4253985,36.32594438,8241.61,12120
2023-09-28 00:46:00,127.4328786,36.33190369,127.3821092,36.30001475,7506.89,11640
2023-09-28 00:46:00,127.4254061,36.32588909,127.457302,36.3374557,4097.36,8160
2023-09-28 00:46:00,127.3869497,36.33979062,127.3696521,36.36226666,3714.98,7560
2023-09-28 00:47:00,127.3429997,36.35762318,127.375458,36.29827145,10593.76,14280
2023-09-28 00:48:00,127.4379763,36.33319241,127.4384652,36.33334341,46.9,5160
2023-09-28 00:48:00,127.4210242,36.33258157,127.3692555,36.34998308,6223.85,9960
2023-09-28 00:49:00,127.3449028,36.35702107,127.3814978,36.35286359,4138.6,7560
2023-09-28 00:50:00,127.4381488,36.33325084,127.4323604,36.35139458,2265.59,6360
2023-09-28 00:50:00,127.3803154,36.33479998,127.4272484,36.35885836,7114.61,11640
2023-09-28 00:50:00,127.3937255,36.41416845,127.371807,36.34319089,11821.69,16080
2023-09-28 00:50:00,127.3944724,36.32595141,127.4120619,36.34233192,3224.52,7320
2023-09-28 00:50:00,127.4500561,36.33877224,127.3773933,36.35153662,8347.56,12360
2023-09-28 00:51:00,127.4418747,36.34357692,127.4267876,36.3712071,4279.25,8040
2023-09-28 00:51:00,127.3936865,36.36191437,127.4129889,36.33488173,4389.25,7920
2023-09-28 00:51:00,127.4328546,36.33190369,127.3921137,36.35464159,5572.9,9840
